Item Name,Category Name,SKU,HSN,Unit Name,Alert Quantity,Brand Name,Lot Number,Expire Date,Purchase Price,Tax Name,Tax Value,Tax Type,Sales Price,Opening Stock,Barcode,DISCOUNT TYPE,DISCOUNT
Voniza (10mg) 14 Tablets,Medicine,,,Qty,,Hilton Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Linjardy (5/25mg) 14 Tablets,Medicine,,,Qty,,CCL Pharmaceuticals Pvt. Ltd,,,0,NaN,0,Exclusive,1,0,,,
Linjardy (5/10mg) 14 Tablets,Medicine,,,Qty,,CCL Pharmaceuticals Pvt. Ltd,,,0,NaN,0,Exclusive,1,0,,,
NanGrow Optipro 3 (600g) Powdered Milk,Medicine,,,Qty,,Nestle,,,0,NaN,0,Exclusive,1,0,,,
NanGrow Optipro 3 (300g) Powdered Milk,Medicine,,,Qty,,Nestle,,,0,NaN,0,Exclusive,1,0,,,
Certeza (CR-1002) BP Apparatus Dial,Medicine,,,Qty,,Certeza Medical,,,0,NaN,0,Exclusive,1,0,,,
Glucophage XR (1000mg) 30 Tablets,Medicine,,,Qty,,Martin Dow Limited,,,0,NaN,0,Exclusive,1,0,,,
Nestle Cerelac (Red Fruits) 175g Baby Cereal,Medicine,,,Qty,,Nestle,,,0,NaN,0,Exclusive,1,0,,,
Nestle Cerelac (Yelow Fruits) 175g Baby Cereal,Medicine,,,Qty,,Nestle,,,0,NaN,0,Exclusive,1,0,,,
NAN 1 (Optipro) 300g Powdered Milk,Medicine,,,Qty,,Nestle,,,0,NaN,0,Exclusive,1,0,,,
Glucerna ( Vanilla) 400g Powdered Milk,Medicine,,,Qty,,Abbot Laboratories (Pakistan) Ltd,,,0,NaN,0,Exclusive,1,0,,,
Morinaga BF-1 (Infant Formula) 900g Powdered Milk,Medicine,,,Qty,,Morinaga Milk Industry CO. Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Klaribact (125mg/5ml) 60ml Suspension,Medicine,,,Qty,,Martin Dow Limited,,,0,NaN,0,Exclusive,1,0,,,
Klaricid (125mg/5ml) 60ml Suspension,Medicine,,,Qty,,Abbot Laboratories (Pakistan) Ltd,,,0,NaN,0,Exclusive,1,0,,,
Morinaga BF-3 400g Powdered Milk,Medicine,,,Qty,,Morinaga Milk Industry CO. Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Morinaga BF-2 400g Powdered Milk,Medicine,,,Qty,,Morinaga Milk Industry CO. Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Morinaga BF-1 (400g) Powdered Milk,Medicine,,,Qty,,Morinaga Milk Industry CO. Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Megaklar (125mg/5ml) 60ml Suspension,Medicine,,,Qty,,Barrett Hodgson Pakistan (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
"Humulin N (100IU/ml) 10ml, 1 Vial Injection",Medicine,,,Qty,,Eli Lilly Pakistan (Pvt) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Magnett-DS (200mg/5ml) 30ml Suspension,Medicine,,,Qty,,Continental Pharmaceuticals Limited,,,0,NaN,0,Exclusive,1,0,,,
Magnett (100mg/5ml) 30ml Suspension,Medicine,,,Qty,,Continental Pharmaceuticals Limited,,,0,NaN,0,Exclusive,1,0,,,
Novopen-4 Insulin Injection Pen,Medicine,,,Qty,,Novo Nordisk Pharmaceuticals Co. Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Novidat (250mg/5ml) 60ml Suspension,Medicine,,,Qty,,SAMI Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Novidat (125mg/5ml) 60ml Suspension,Medicine,,,Qty,,SAMI Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
NT-Tox (100mg/5ml) 60 Oral Suspension,Medicine,,,Qty,,Genix Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Ofylin (100mg/5ml) 60ml Syrup,Medicine,,,Qty,,Continental Pharmaceuticals Limited,,,0,NaN,0,Exclusive,1,0,,,
"Humalog Mix-25 (KwikPen) 100IU/3ml, 5 Pre-Filled Pens",Medicine,,,Qty,,Eli Lilly Pakistan (Pvt) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Velosef (250mg/5ml) 90ml Suspension,Medicine,,,Qty,,GLAXOSMITHKLINE,,,0,NaN,0,Exclusive,1,0,,,
Velosef (125mg/5ml ) 90ml Suspension,Medicine,,,Qty,,GLAXOSMITHKLINE,,,0,NaN,0,Exclusive,1,0,,,
Xyloaid (4%) 50ml Topical Solution,Medicine,,,Qty,,Barrett Hodgson Pakistan (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Zyto (200mg/5ml) 15ml Oral Suspension,Medicine,,,Qty,,High-Q Pharmaceuticals,,,0,NaN,0,Exclusive,1,0,,,
ON Call EZ II Glucometer,Medicine,,,Qty,,-,,,0,NaN,0,Exclusive,1,0,,,
Marhaba Rose Water 120ml Spray,Medicine,,,Qty,,Marhaba Laboratories (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Empaa-M XR (12.5/1000mg) 14 Tablets,Medicine,,,Qty,,Horizon Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Sualin 200 Tablets,Medicine,,,Qty,,Hamdard Laboratories (Waqf) Pakistan,,,0,NaN,0,Exclusive,1,0,,,
Empaa (10mg) 28 Tablets,Medicine,,,Qty,,Horizon Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Starcox (90mg) 14 Tablets,Medicine,,,Qty,,Getz Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Starcox (120mg) 7 Tablets,Medicine,,,Qty,,Getz Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Elzanor (12.5/500mg) 14 Tablets,Medicine,,,Qty,,Tabros Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Elzanor (12.5/1000mg) 14 Tablets,Medicine,,,Qty,,Tabros Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Ebak (20mg) 10 Tablets,Medicine,,,Qty,,High-Q Pharmaceuticals,,,0,NaN,0,Exclusive,1,0,,,
Ebak (10mg) 10 Tablets,Medicine,,,Qty,,High-Q Pharmaceuticals,,,0,NaN,0,Exclusive,1,0,,,
Sunny D (10000IU) 30 Softgels Capsules,Medicine,,,Qty,,SCOTMANN PHARMACEUTICAL,,,0,NaN,0,Exclusive,1,0,,,
Sildoso (4mg) 20 Capsules,Medicine,,,Qty,,CCL Pharmaceuticals Pvt. Ltd,,,0,NaN,0,Exclusive,1,0,,,
Ertuvia-S (5/100mg) 14 Tablets,Medicine,,,Qty,,Ferozsons Laboratories Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Ertuvia-S (15/100mg) 14 Tablets,Medicine,,,Qty,,Ferozsons Laboratories Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Prodent (5%) 75g Toothpaste,Medicine,,,Qty,,Platinum Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Selsun Blue (Anti-dandruff) 250ml Shampoo,Medicine,,,Qty,,Sanofi-Aventis,,,0,NaN,0,Exclusive,1,0,,,
Selsun Blue (Anti-dandruff) 150ml Shampoo,Medicine,,,Qty,,Sanofi-Aventis,,,0,NaN,0,Exclusive,1,0,,,
Selsun Blue (Anti-dandruff) 75ml Shampoo,Medicine,,,Qty,,Sanofi-Aventis,,,0,NaN,0,Exclusive,1,0,,,
Clinica (2%) 75g Toothpaste,Medicine,,,Qty,,Platinum Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Hi-Salz 75g Toothpaste,Medicine,,,Qty,,Platinum Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Sense-T 75g Toothpaste,Medicine,,,Qty,,Platinum Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
EmpagliMet (12.5/1000mg) 14 Tablets,Medicine,,,Qty,,High-Q Pharmaceuticals,,,0,NaN,0,Exclusive,1,0,,,
EmpagliMet (12.5/500mg) 14 Tablets,Medicine,,,Qty,,High-Q Pharmaceuticals,,,0,NaN,0,Exclusive,1,0,,,
Zee-K (SPF-30) 30g Skin Whitening Cream,Medicine,,,Qty,,Maxitech Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Empagli (10mg) 14 Tablets,Medicine,,,Qty,,High-Q Pharmaceuticals,,,0,NaN,0,Exclusive,1,0,,,
Empagli (25mg) 14 Tablets,Medicine,,,Qty,,High-Q Pharmaceuticals,,,0,NaN,0,Exclusive,1,0,,,
Empagen (10mg) 14 Tablets,Medicine,,,Qty,,Ferozsons Laboratories Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Empagen (25mg) 14 Tablets,Medicine,,,Qty,,Ferozsons Laboratories Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Empagen-M XR (12.5/1000mg) 14 Tablets,Medicine,,,Qty,,Ferozsons Laboratories Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Empagen-M (12.5/500mg) 14 Tablets,Medicine,,,Qty,,Ferozsons Laboratories Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Empagen-M (5/500mg) 14 Tablets,Medicine,,,Qty,,Ferozsons Laboratories Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Empagen-M (5/1000mg) 14 Tablets,Medicine,,,Qty,,Ferozsons Laboratories Ltd.,,,0,NaN,0,Exclusive,1,0,,,
S.T. Mom (200mcg) 10 Tablets,Medicine,,,Qty,,ZAFA Pharmaceutical-Dkt Pakistan,,,0,NaN,0,Exclusive,1,0,,,
Sildoso (8mg) 10 Capsules,Medicine,,,Qty,,CCL Pharmaceuticals Pvt. Ltd,,,0,NaN,0,Exclusive,1,0,,,
Olmis-A (10/20mg) 20 Tablets,Medicine,,,Qty,,Hilton Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
SOLAR MAX SPF 50,Medicine,,,Qty,,Maxitech Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Spectra Block (SPF-100) 40g Cream,Medicine,,,Qty,,JENPHARM LIFE SCIENCES,,,0,NaN,0,Exclusive,1,0,,,
Gluvit-S (500mg) 30 Capsules,Medicine,,,Qty,,ASRA DERM,,,0,NaN,0,Exclusive,1,0,,,
Glomov (500/20mg) 28 Tablet,Medicine,,,Qty,,Global Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Glomov (375/20mg) 28 Tablets,Medicine,,,Qty,,Global Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Dopacone (50/12.5/200mg) 30 Tablets,Medicine,,,Qty,,Getz Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Hitone 30g Whitening Cream,Medicine,,,Qty,,CRYSTOLITE PHARMACEUTICAL,,,0,NaN,0,Exclusive,1,0,,,
Lumexa (Skin Lightening) 30g Gel,Medicine,,,Qty,,MAZTON PHARMACEUTICALS,,,0,NaN,0,Exclusive,1,0,,,
Eventone 4 (Lightening) 100ml Face Wash,Medicine,,,Qty,,Pharma Health Pakistan (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Norsaline-P (0.9%) 30ml Nasal Drops,Medicine,,,Qty,,ATCO Laboratories (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Norsaline-P (0.9%) 30ml Nasal Spray,Medicine,,,Qty,,ATCO Laboratories (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Diabetron CR (30mg) 30 Tablets,Medicine,,,Qty,,Ferozsons Laboratories Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Norogen 20 Tablets,Medicine,,,Qty,,Genetics Pharmaceuticals,,,0,NaN,0,Exclusive,1,0,,,
Combivair Forte (400/6mcg) 30 Capsules,Medicine,,,Qty,,Highnoon Laboratories Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Clinica (0.2%) 250ml Mouthwash,Medicine,,,Qty,,Platinum Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Enziclor (0.15/0.2%) 240ml Mouthwash,Medicine,,,Qty,,Platinum Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Core 24 (Vitamins & Minerals) 30 Tablets,Medicine,,,Qty,,Getz Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Paromax CR (12.5mg) 30 Tablets,Medicine,,,Qty,,Genetics Pharmaceuticals,,,0,NaN,0,Exclusive,1,0,,,
Glucophage XR (500mg) 30 Tablets,Medicine,,,Qty,,Martin Dow Limited,,,0,NaN,0,Exclusive,1,0,,,
Dapa-Met XR (5/1000mg) 14 Tablets,Medicine,,,Qty,,Hilton Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Acure 60ml Face Wash,Medicine,,,Qty,,Essentials healthcare,,,0,NaN,0,Exclusive,1,0,,,
Cagen-D Plus 30 Tablets,Medicine,,,Qty,,GT Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Nutrifactor Nuflex 30 Tablets,Medicine,,,Qty,,Nutrifactor Laboratories (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Nutrifactor Multi Factor (Advance 50+) 30 Tablets,Medicine,,,Qty,,Nutrifactor Laboratories (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
"Maxzoom (Skin, Hair & Nails) 60 Tablets",Medicine,,,Qty,,Nutrifactor Laboratories (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Moxtu (15mg) 30 Tablets,Medicine,,,Qty,,S.J & G. Fazul Ellahie (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Talam (10/40mg) 14 Tablets,Medicine,,,Qty,,CCL Pharmaceuticals Pvt. Ltd,,,0,NaN,0,Exclusive,1,0,,,
Talam (5/40mg) 14 Tablets,Medicine,,,Qty,,CCL Pharmaceuticals Pvt. Ltd,,,0,NaN,0,Exclusive,1,0,,,
Talam (10/80mg) 14 Tablets,Medicine,,,Qty,,CCL Pharmaceuticals Pvt. Ltd,,,0,NaN,0,Exclusive,1,0,,,
Talam (5/80mg) 14 Tablets,Medicine,,,Qty,,CCL Pharmaceuticals Pvt. Ltd,,,0,NaN,0,Exclusive,1,0,,,
Nutrifactor Bonex-D 60 Tablets,Medicine,,,Qty,,Nutrifactor Laboratories (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Trevia R2 (5/100mg) 14 Tablets,Medicine,,,Qty,,Getz Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Floroptic (0.1%) 5ml Eye Drops,Medicine,,,Qty,,Vega Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Vonozan (10mg) 14 Tablets,Medicine,,,Qty,,Getz Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Vonozan (20mg) 14 Tablets,Medicine,,,Qty,,Getz Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Vonnp (20mg) 30 Tablets,Medicine,,,Qty,,Horizon Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Mecogen SL (1000mcg) 30 Tablets,Medicine,,,Qty,,Genetics Pharmaceuticals,,,0,NaN,0,Exclusive,1,0,,,
Remethan-50 (50mg) 20 Tablets,Medicine,,,Qty,,High-Q Pharmaceuticals,,,0,NaN,0,Exclusive,1,0,,,
Rovista EZ (5/10mg) 10 Tablets,Medicine,,,Qty,,Getz Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Remethan-100R (100mg) 30 Tablets,Medicine,,,Qty,,High-Q Pharmaceuticals,,,0,NaN,0,Exclusive,1,0,,,
Artem DS Plus (80/480mg) 6 Tablets,Medicine,,,Qty,,Hilton Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Diampa-M (5/850mg) 14 Tablets,Medicine,,,Qty,,Getz Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Diampa-M (5/1000mg) 14 Tablets,Medicine,,,Qty,,Getz Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Diampa-M (5/500mg) 14 Tablets,Medicine,,,Qty,,Getz Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Diampa-M (12.5/500mg) 14 Tablets,Medicine,,,Qty,,Getz Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Diampa-M (12.5/850mg) 14 Tablets,Medicine,,,Qty,,Getz Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Xiga Met (5/1000mg) 14 Tablets,Medicine,,,Qty,,CCL Pharmaceuticals Pvt. Ltd,,,0,NaN,0,Exclusive,1,0,,,
Xiga-Met XR (10/1000mg) 14 Tablets,Medicine,,,Qty,,CCL Pharmaceuticals Pvt. Ltd,,,0,NaN,0,Exclusive,1,0,,,
Xiga Met (5/850mg) 14 Tablets,Medicine,,,Qty,,CCL Pharmaceuticals Pvt. Ltd,,,0,NaN,0,Exclusive,1,0,,,
Asthiven (5mg) 14 Tablets,Medicine,,,Qty,,Scilife Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Provate (0.64mg) 15g Ointment,Medicine,,,Qty,,Saffron Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Ytig Plus 10 Tablets,Medicine,,,Qty,,CCL Pharmaceuticals Pvt. Ltd,,,0,NaN,0,Exclusive,1,0,,,
Melas (20mg) 15g Cream,Medicine,,,Qty,,ATCO Laboratories (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Fastum (2.5%) 50g Gel,Medicine,,,Qty,,Pharmatec Pakistan (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Melas-H (20/10mg) 15g Cream,Medicine,,,Qty,,ATCO Laboratories (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Zetro (500mg) 6 Tablets,Medicine,,,Qty,,Getz Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Zyto (500mg) 6 Tablets,Medicine,,,Qty,,High-Q Pharmaceuticals,,,0,NaN,0,Exclusive,1,0,,,
Zyto (250mg) 6 Tablets,Medicine,,,Qty,,High-Q Pharmaceuticals,,,0,NaN,0,Exclusive,1,0,,,
Qutyl XR (200mg) 10 Tablets,Medicine,,,Qty,,CCL Pharmaceuticals Pvt. Ltd,,,0,NaN,0,Exclusive,1,0,,,
Qutyl XR (150mg) 10 Tablets,Medicine,,,Qty,,CCL Pharmaceuticals Pvt. Ltd,,,0,NaN,0,Exclusive,1,0,,,
Daplyza (5mg) 14 Tablets,Medicine,,,Qty,,Getz Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Daplyza (10mg) 14 Tablets,Medicine,,,Qty,,Getz Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Dapwiz (10mg) 10 Tablets,Medicine,,,Qty,,PharmEvo (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Dapwiz (5mg) 10 Tablets,Medicine,,,Qty,,PharmEvo (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Aquazole (1/1%) 20g Cream,Medicine,,,Qty,,Martin Dow Limited,,,0,NaN,0,Exclusive,1,0,,,
Zamlo-H (5/12.5mg) 20 Tablets,Medicine,,,Qty,,ZAFA Pharmaceutical Laboratories (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
XYNOSINE SPRAY,Medicine,,,Qty,,ZAFA Pharmaceutical Laboratories (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Neo-K (500mg) 25 Tablets,Medicine,,,Qty,,ZAFA Pharmaceutical Laboratories (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Hydro Sod.Suc. (250mg) 1 Vial Injection,Medicine,,,Qty,,ZAFA Pharmaceutical Laboratories (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Hydro Sod.Suc. (100mg) 1 Vial Injection,Medicine,,,Qty,,ZAFA Pharmaceutical Laboratories (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Cardace-H (5/12.5mg) 20 Tablets,Medicine,,,Qty,,ZAFA Pharmaceutical Laboratories (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Asthotifen (1mg) 30 Tablets,Medicine,,,Qty,,ZAFA Pharmaceutical Laboratories (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Cofrest 120ml Syrup,Medicine,,,Qty,,WoodWard's,,,0,NaN,0,Exclusive,1,0,,,
Bactizith (250mg) 10 Capsules,Medicine,,,Qty,,WoodWard's,,,0,NaN,0,Exclusive,1,0,,,
Diagesic-P (500/3/70mg) 100 Tablets,Medicine,,,Qty,,Wilson's Pharmaceuticals,,,0,NaN,0,Exclusive,1,0,,,
Co-A2A (50/12.5mg) 20 Tablets,Medicine,,,Qty,,Wilson's Pharmaceuticals,,,0,NaN,0,Exclusive,1,0,,,
Glyset (1mg) 20 Tablets,Medicine,,,Qty,,Wilshire Labs (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Medigesic (35/450mg) 30 Tablets,Medicine,,,Qty,,Wilshire Labs (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Vildrozon (50mg) 10 Tablets,Medicine,,,Qty,,Horizon Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Mucogin (4mg) 30 Capsules,Medicine,,,Qty,,Horizon Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Empaa (25mg) 28 tablets,Medicine,,,Qty,,Horizon Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Piligrow Plus 30 Tablets,Medicine,,,Qty,,Whiz Pharma,,,0,NaN,0,Exclusive,1,0,,,
Wizen (1mg) 50 Tablets,Medicine,,,Qty,,Werrick Pharmaceuticals,,,0,NaN,0,Exclusive,1,0,,,
Sologesic Extra (325/37.5mg) 10 Tablets,Medicine,,,Qty,,Werrick Pharmaceuticals,,,0,NaN,0,Exclusive,1,0,,,
Softin-F (120mg) 10 Tablets,Medicine,,,Qty,,Werrick Pharmaceuticals,,,0,NaN,0,Exclusive,1,0,,,
Co-Eziday (100/25mg) 10 Tablets,Medicine,,,Qty,,Werrick Pharmaceuticals,,,0,NaN,0,Exclusive,1,0,,,
Betanorm (2.5mg) 10 Tablets,Medicine,,,Qty,,Werrick Pharmaceuticals,,,0,NaN,0,Exclusive,1,0,,,
Anibone (0.5mcg) 10 Capsules,Medicine,,,Qty,,Pharmix Laboratories (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Pigmanil 20g Cream,Medicine,,,Qty,,LE GRAND VERTEX,,,0,NaN,0,Exclusive,1,0,,,
Glyco-Aid (0.1ml) 30g Cream,Medicine,,,Qty,,LE GRAND VERTEX,,,0,NaN,0,Exclusive,1,0,,,
Xanthin (Anti-oxidant) 120ml Syrup,Medicine,,,Qty,,Vega Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
VEGANET 0.3% E/DROPS,Medicine,,,Qty,,Vega Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Optilerg (0.5/0.4%) 10ml Eye Drops,Medicine,,,Qty,,Vega Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Obrex Forte (1.5%) 5ml Eye Drops,Medicine,,,Qty,,Vega Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Obradex (0.3/0.1%) 5ml Eye Drops,Medicine,,,Qty,,Vega Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Lubricane (0.4/0.3%) 15ml Eye Drops,Medicine,,,Qty,,Vega Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Kartilerg (0.025%) 5ml Drops,Medicine,,,Qty,,Vega Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
FLUNI NASAL SPRAY,Medicine,,,Qty,,Vega Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Florocrom (1/40mg) 5ml Eye Suspension,Medicine,,,Qty,,Vega Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Mycon-H (1/2%) 10g Cream,Medicine,,,Qty,,valor pharmaceuticals,,,0,NaN,0,Exclusive,1,0,,,
KETOVAL LOTION 2% 60ML,Medicine,,,Qty,,valor pharmaceuticals,,,0,NaN,0,Exclusive,1,0,,,
Crolimus (0.03%) 10g Ointment,Medicine,,,Qty,,valor pharmaceuticals,,,0,NaN,0,Exclusive,1,0,,,
Clinda Derm (1%) 30ml Lotion,Medicine,,,Qty,,valor pharmaceuticals,,,0,NaN,0,Exclusive,1,0,,,
Calcibet 15g Ointment,Medicine,,,Qty,,valor pharmaceuticals,,,0,NaN,0,Exclusive,1,0,,,
Betaval (1%) 60ml Lotion,Medicine,,,Qty,,valor pharmaceuticals,,,0,NaN,0,Exclusive,1,0,,,
Betaval (0.1%) 15g Cream,Medicine,,,Qty,,valor pharmaceuticals,,,0,NaN,0,Exclusive,1,0,,,
ALPHAGLOW CREAM 25G,Medicine,,,Qty,,valor pharmaceuticals,,,0,NaN,0,Exclusive,1,0,,,
Acne-Lene (0.1%) 15g Cream,Medicine,,,Qty,,valor pharmaceuticals,,,0,NaN,0,Exclusive,1,0,,,
Carsel 25 (25mg) 30 Tablets,Medicine,,,Qty,,UNIMARK PHARMACEUTICALS,,,0,NaN,0,Exclusive,1,0,,,
GLAXOSE D SMALL,Medicine,,,Qty,,-,,,0,NaN,0,Exclusive,1,0,,,
GLAXOSE D LARGE,Medicine,,,Qty,,-,,,0,NaN,0,Exclusive,1,0,,,
Saniplast Antiseptic (Spot) Bandage 20S,Medicine,,,Qty,,-,,,0,NaN,0,Exclusive,1,0,,,
ORAMEL SYP 60ML,Medicine,,,Qty,,UniCare Bioceutical Pakistan,,,0,NaN,0,Exclusive,1,0,,,
OraMel (2mg) 10ml Oral Drops,Medicine,,,Qty,,UniCare Bioceutical Pakistan,,,0,NaN,0,Exclusive,1,0,,,
Ora-E (5IU) 10ml Oral Drops,Medicine,,,Qty,,UniCare Bioceutical Pakistan,,,0,NaN,0,Exclusive,1,0,,,
Ora-D (400IU) 10ml Oral Drops,Medicine,,,Qty,,UniCare Bioceutical Pakistan,,,0,NaN,0,Exclusive,1,0,,,
Ora-A (2500IU) 10ml Oral Drops,Medicine,,,Qty,,UniCare Bioceutical Pakistan,,,0,NaN,0,Exclusive,1,0,,,
HIFLORA SACHETS,Medicine,,,Qty,,UniCare Bioceutical Pakistan,,,0,NaN,0,Exclusive,1,0,,,
Pill Cutter 1 Piece,Medicine,,,Qty,,-,,,0,NaN,0,Exclusive,1,0,,,
Valtec AMH (5/160/25mg) 28 Tablets,Medicine,,,Qty,,Tabros Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
